name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seoul,2018-03-11,53.8,34.9,43.2,53.8,33.5,42.2,27.7,59.3,0,0,0,,0,0,18.6,7.9,274.8,1025.4,36.6,4.6,207.2,18,8,,2018-03-11T06:49:44,2018-03-11T18:35:01,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-12,59.4,31.2,45,59.4,30.2,44.3,28.4,54.3,0,0,0,,0,0,20.4,8.1,227.2,1022.9,25,4.2,214.9,18.5,8,,2018-03-12T06:48:16,2018-03-12T18:35:58,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-13,65.6,35.7,52.7,65.6,33.5,52.5,40.3,64.2,0,0,0,,0,0,28.2,14.7,209.8,1019.1,55.5,5.3,205.8,17.9,7,,2018-03-13T06:46:47,2018-03-13T18:36:55,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-14,70.9,54.4,61.7,70.9,54.4,61.7,47.4,60.4,0,0,0,,0,0,24.4,15.7,213.1,1019.1,68.1,7.6,201,17.3,7,,2018-03-14T06:45:18,2018-03-14T18:37:51,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-15,61.7,49.1,55.2,61.7,45,54.8,51.7,88.4,1.096,100,45.83,rain,0,0,19.7,11.7,246.2,1013.9,95.9,3.4,27,2.3,2,,2018-03-15T06:43:48,2018-03-15T18:38:47,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-16,53.6,39.5,45.4,53.6,33.8,42.4,29.1,54.6,0.076,100,4.17,rain,0,0,29.3,10.5,69.4,1023.8,33.6,8.1,228.5,19.8,8,,2018-03-16T06:42:18,2018-03-16T18:39:43,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-17,55.6,33.2,43.9,55.6,29.4,41.8,25.6,50.1,0,0,0,,0,0,16.6,9,175.1,1027.8,45.2,7.7,217.7,18.9,7,,2018-03-17T06:40:48,2018-03-17T18:40:39,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-18,53.7,41.7,46.7,53.7,40.1,46.1,32.3,58.3,0.003,100,8.33,rain,0,0,10.3,6.5,293.9,1022,93.7,5.3,98.7,8.5,4,,2018-03-18T06:39:18,2018-03-18T18:41:35,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-19,51.7,43.3,47,51.7,39.6,44.9,37.2,69.9,0.044,100,12.5,rain,0,0,28.9,12.7,61.7,1016.6,98,5.9,23.2,1.9,1,,2018-03-19T06:37:48,2018-03-19T18:42:30,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-20,48.3,36,42.1,45,29.5,35.9,20.3,41.4,0,0,0,,0,0,33.6,18.5,78.5,1023.8,57.4,8.4,190.4,16.5,7,,2018-03-20T06:36:17,2018-03-20T18:43:26,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-21,40.7,34.1,36.6,36.6,28.3,31.6,22.1,57.4,0.022,100,16.67,"rain,snow",0.3,0.1,23,13.3,42.5,1018.9,94.9,7.4,79.5,7.1,3,,2018-03-21T06:34:47,2018-03-21T18:44:21,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-22,51.9,32.2,40.9,51.9,30.9,39.7,27.5,62.6,0.037,100,4.17,rain,0,0.1,24.8,11.5,273.9,1015,30.2,6.5,251.1,21.7,8,,2018-03-22T06:33:16,2018-03-22T18:45:16,0.16,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-23,53.9,32.4,42.2,53.9,28.7,41,27.6,59.8,0,0,0,,0,0,19.9,8,252.5,1019.4,35.4,4.8,246,21.3,8,,2018-03-23T06:31:45,2018-03-23T18:46:11,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-24,55.8,35.5,45.6,55.8,31.8,44.3,33.5,63.6,0,0,0,,0,0,24.8,9.1,258.4,1022.3,67.4,2.9,236.3,20.5,8,,2018-03-24T06:30:14,2018-03-24T18:47:06,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-25,61.9,40.4,48.9,61.9,39.9,48.6,37.2,66.7,0,0,0,,0,0,21,7.4,252.2,1024.7,48.6,1.9,227.7,19.5,8,,2018-03-25T06:28:44,2018-03-25T18:48:00,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-26,64.6,41,51.6,64.6,39.3,51.2,39.8,68.1,0,0,0,,0,0,17.4,9.7,262.6,1022.2,35.8,2.9,183.4,15.8,7,,2018-03-26T06:27:13,2018-03-26T18:48:55,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS"
seoul,2018-03-27,68.1,39.2,54.6,68.1,39.2,54.5,42.3,65.2,0,0,0,,0,0,21.9,10.3,217.2,1018.2,32,3.3,245.7,21.1,8,,2018-03-27T06:25:42,2018-03-27T18:49:50,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-28,68.2,46.6,57.1,68.2,45.1,56.9,45.8,67.9,0,0,0,,0,0,25.7,13.8,225.4,1017,40.4,4.7,234.8,20.2,8,,2018-03-28T06:24:11,2018-03-28T18:50:44,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-29,69.1,52.1,59.4,69.1,52.1,59.4,48.5,68.9,0,0,0,,0,0,14.8,8.2,309.2,1019.8,58.1,3.7,144.4,12.4,6,,2018-03-29T06:22:41,2018-03-29T18:51:38,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS"
seoul,2018-03-30,70.8,45.8,57.1,70.8,44,56.9,41.3,59.9,0,0,0,,0,0,20.6,12,190.2,1023.2,13.4,5.2,206.8,17.8,7,,2018-03-30T06:21:11,2018-03-30T18:52:33,0.45,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-03-31,67.5,46.4,56.5,67.5,46.4,56.5,40.3,57.9,0,0,0,,0,0,24.2,10.7,266.6,1020.9,28.4,6.1,253.6,21.8,8,,2018-03-31T06:19:41,2018-03-31T18:53:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-01,64.7,49.8,59.2,64.7,49.8,59.2,49,69.4,0,0,0,,0,0,17.4,8.4,197,1017,87.7,5.1,84.1,7.2,3,,2018-04-01T06:18:11,2018-04-01T18:54:21,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-02,74.5,56.3,64.5,74.5,56.3,64.5,52.9,67.7,0,0,0,,0,0,25.7,13.3,214.3,1015.8,68.4,5.6,234.4,20.2,7,,2018-04-02T06:16:41,2018-04-02T18:55:16,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS"
seoul,2018-04-03,71.1,59.7,64.4,71.1,59.7,64.4,54.6,71.2,0,0,0,,0,0,23.3,10.8,232.8,1016.8,89.3,6.4,162.7,14.1,6,,2018-04-03T06:15:11,2018-04-03T18:56:10,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-04,64.2,51,56.2,64.2,51,56.2,46.5,71.9,0.715,100,16.67,rain,0,0,26.8,10.3,84.1,1017.8,75.6,6.8,177.1,15,6,,2018-04-04T06:13:42,2018-04-04T18:57:04,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-05,50,44.1,47.4,48.1,40.4,44.6,42.4,83.6,0.227,100,33.33,rain,0,0,21.9,13.6,119.2,1017,96.6,5.4,20.6,1.8,1,,2018-04-05T06:12:14,2018-04-05T18:57:58,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-06,48.4,39.3,44.2,44.9,33.1,39.9,35.1,72.2,0.501,100,16.67,rain,0,0,40.3,17.9,271.2,1011.9,88.6,5,214.2,18.4,7,,2018-04-06T06:10:45,2018-04-06T18:58:53,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS"
seoul,2018-04-07,48.2,34.8,40.6,42.1,28.3,34.3,20.5,46.7,0.004,100,4.17,"rain,snow",0,0,40.7,18.3,285.5,1013.9,60.3,7.2,265.1,23.1,9,,2018-04-07T06:09:17,2018-04-07T18:59:47,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-08,48.7,33.9,40.2,48.1,30.1,36.9,25.1,57.7,0.113,100,4.17,rain,0,0,31.1,10.8,273.1,1015.6,59.6,7.1,142.3,12.3,6,,2018-04-08T06:07:49,2018-04-08T19:00:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-09,59.2,32.3,45.3,59.2,30,44.4,30.9,63.8,0.113,100,4.17,rain,0,0.5,16.6,5.3,13,1018,47.6,4.9,262.2,22.6,9,,2018-04-09T06:06:22,2018-04-09T19:01:35,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-10,72.6,42.1,58.6,72.6,40,58.2,40.7,53.4,0.022,100,12.5,rain,0,0.3,43.8,27.8,205.7,1011.4,62.9,7.6,245,21.3,9,,2018-04-10T06:04:56,2018-04-10T19:02:30,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-11,62.7,48.1,55.4,62.7,46.6,55.2,36.7,54,0.17,100,8.33,rain,0,0,34.9,14.3,261.2,1010.6,41.5,6.4,285.6,24.7,9,,2018-04-11T06:03:29,2018-04-11T19:03:24,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-12,67.1,40.9,54.8,67.1,35.1,53.9,26.9,37.9,0,0,0,,0,0,27.7,12.8,292.2,1017.6,26.8,8.2,285.3,24.6,9,,2018-04-12T06:02:04,2018-04-12T19:04:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-13,66.2,43.8,57.1,66.2,42,56.9,23.5,30.6,0,0,0,,0,0,21,11.4,90.3,1022.8,82.3,8.3,160.7,14,6,,2018-04-13T06:00:39,2018-04-13T19:05:13,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-14,58.4,45.6,49.7,58.4,43,48.2,40,73,0.355,100,37.5,rain,0,0,21.5,9.6,343.5,1010.8,96.7,6.2,52.6,4.5,2,,2018-04-14T05:59:14,2018-04-14T19:06:07,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-15,57.3,41.3,49.4,57.3,41,48.6,38.4,66.9,0.094,100,4.17,rain,0,0,28.4,10.7,278.1,1012.4,47.2,6.6,224.4,19.5,7,,2018-04-15T05:57:50,2018-04-15T19:07:01,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-16,65.4,37.7,52.4,65.4,37.7,52.2,32.3,50.2,0,0,0,,0,0,13.2,8.5,303.8,1019.5,19.2,7.8,294,25.3,9,,2018-04-16T05:56:27,2018-04-16T19:07:56,0,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-04-17,68,41.2,55,68,41.2,55,31.5,43,0,0,0,,0,0,17.7,11.6,317.5,1020.2,21.6,7.6,267.2,23.1,8,,2018-04-17T05:55:04,2018-04-17T19:08:50,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-04-18,66.3,43.3,54.7,66.3,43.3,54.7,29.4,40.4,0,0,0,,0,0,18.6,10,297.7,1018,6,7.2,297.5,25.7,9,,2018-04-18T05:53:43,2018-04-18T19:09:45,0.07,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-04-19,68.4,42,56.8,68.4,42,56.7,32.3,43,0,0,0,,0,0,22.8,10.5,258.5,1017.9,6.6,6.6,288.9,24.9,9,,2018-04-19T05:52:22,2018-04-19T19:10:39,0.11,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-20,79,48.4,63.3,79,48.4,63.3,43.7,51.9,0,0,0,,0,0,13.2,8.4,286.8,1019.8,2.2,5,288.9,25,9,,2018-04-20T05:51:01,2018-04-20T19:11:34,0.14,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-04-21,77.5,49.3,64.3,77.5,49.3,64.3,34.9,41.6,0,0,0,,0,0,23,10.1,255,1018.4,26.8,6.2,298.6,25.8,9,,2018-04-21T05:49:42,2018-04-21T19:12:29,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-22,68.6,53.8,60.4,68.6,53.8,60.4,44.9,58.6,0.249,100,16.67,rain,0,0,31.1,9.4,77.9,1018.6,92.4,7.5,66.5,5.8,4,,2018-04-22T05:48:23,2018-04-22T19:13:23,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-23,54.7,47.6,50.8,54.7,44.9,50.3,47,86.9,2.69,100,58.33,rain,0,0,32.4,11.7,81,1016.2,99.4,3.7,19.8,1.6,1,,2018-04-23T05:47:05,2018-04-23T19:14:18,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-04-24,61,48.3,54.2,61,47.2,54,42.7,67,1.086,100,16.67,rain,0,0,24.4,13.4,33,1012.1,90.9,7.8,66.1,5.8,3,,2018-04-24T05:45:48,2018-04-24T19:15:13,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-25,72.8,40.8,56.9,72.8,40.8,56.8,33.7,45.8,0,0,0,,0,0,13,8.4,319.7,1013.7,8.7,8,307.5,26.6,9,,2018-04-25T05:44:32,2018-04-25T19:16:07,0.32,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-26,71.7,46.6,58.6,71.7,44.6,58.5,41,55.1,0,0,0,,0,0,19.7,10.8,266.7,1014.2,45.4,6.9,294.1,25.4,9,,2018-04-26T05:43:17,2018-04-26T19:17:02,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-04-27,72.7,46.4,58.8,72.7,44.4,58.6,42.8,57.2,0,0,0,,0,0,15,8.5,237.4,1014.3,10,6,287.5,24.8,9,,2018-04-27T05:42:03,2018-04-27T19:17:57,0.4,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-04-28,70.9,48.1,59.1,70.9,48.1,59.1,40.6,55,0,0,0,,0,0,28.9,10.9,253.9,1016.8,0.3,5.5,303.8,26.2,9,,2018-04-28T05:40:50,2018-04-28T19:18:52,0.43,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-04-29,72.8,45.5,60,72.8,45.5,60,39.3,49.8,0,0,0,,0,0,21.3,8.4,262.5,1014,22.5,6.6,300.5,25.9,9,,2018-04-29T05:39:38,2018-04-29T19:19:46,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-04-30,75.5,55.1,65.1,75.5,55.1,65.1,52,63.4,0,0,0,,0,0,16.1,7.6,285.7,1014.6,58,3.6,243.3,21.2,7,,2018-04-30T05:38:27,2018-04-30T19:20:41,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-01,73.7,63.6,68.5,73.7,63.6,68.5,59.8,74.4,0,0,0,,0,0,15.7,8.4,313.9,1014.2,85.9,3.1,197.7,17,7,,2018-05-01T05:37:17,2018-05-01T19:21:35,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-02,67.3,50.2,61.2,67.3,50.2,61.2,57.3,87.1,0.354,100,29.17,rain,0,0,32.9,15.5,291.8,1005.5,99.1,3,142.6,12.3,5,,2018-05-02T05:36:08,2018-05-02T19:22:30,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-03,61,44.8,52.9,61,43.7,52.5,40.4,63.9,0.393,100,12.5,rain,0,0,39.1,17.1,280.7,1007.8,53.1,8,252.2,21.9,8,,2018-05-03T05:35:01,2018-05-03T19:23:24,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-04,68,48.5,57.9,68,47.3,57.6,36.9,47.3,0.037,100,4.17,rain,0,0,36.5,19.7,262.2,1011.7,23.6,8.1,312.7,26.9,9,,2018-05-04T05:33:54,2018-05-04T19:24:18,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-05,76.3,48.9,63.8,76.3,46.3,63.6,44.2,51.2,0,0,0,,0,0,25.9,13.9,209,1015.2,51.2,8,258.4,22.3,9,,2018-05-05T05:32:49,2018-05-05T19:25:13,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-06,68.1,59.3,62.5,68.1,59.3,62.5,57,82.9,0.897,100,54.17,rain,0,0,17.9,7.2,73.8,1008.6,95.1,5.5,54.2,4.7,3,,2018-05-06T05:31:45,2018-05-06T19:26:07,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-07,77.9,56.5,65.4,77.9,56.5,65.4,52.6,66.9,0.3,100,4.17,rain,0,0,10.5,5.9,306.7,1006.6,73.3,7.6,160.5,13.8,7,,2018-05-07T05:30:42,2018-05-07T19:27:00,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-08,72.5,55.4,64,72.5,55.4,64,47.3,55.8,0,0,0,,0,0,24.4,12.5,82.6,1013.5,49.2,8,243,21,7,,2018-05-08T05:29:41,2018-05-08T19:27:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-09,70,48.1,59.5,70,46.9,59.4,41.8,53.4,0,0,0,,0,0,15.2,7.7,24.1,1021,9.9,8.2,289.3,25.1,9,,2018-05-09T05:28:41,2018-05-09T19:28:48,0.79,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-10,69.2,50.8,59.7,69.2,50.8,59.7,48.3,67.6,0,0,0,,0,0,22.1,10.2,268.3,1022.6,22.4,6.1,310.8,26.7,9,,2018-05-10T05:27:42,2018-05-10T19:29:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-11,69.3,53.5,60.6,69.3,53.5,60.6,47.6,64.3,0,0,0,,0,0,19.9,7.4,277.2,1019.1,89.1,4.3,236.7,20.5,9,,2018-05-11T05:26:45,2018-05-11T19:30:34,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-05-12,61,53,57.9,61,53,57.9,53.1,85,0.872,100,58.33,rain,0,0,23.3,9.4,171.7,1011,99.3,2.9,16.5,1.4,1,,2018-05-12T05:25:49,2018-05-12T19:31:27,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-13,67.4,54.7,60.8,67.4,54.7,60.8,55.1,82.3,1.058,100,12.5,rain,0,0,21.5,8.4,271.7,1008.2,67.3,4.6,234.5,20.4,7,,2018-05-13T05:24:54,2018-05-13T19:32:19,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-14,77.2,51.9,63.7,77.2,51.9,63.7,55.1,75.4,0,0,0,,0,0,17.2,7.2,254.6,1011.7,49.9,2.6,257.5,22.4,8,,2018-05-14T05:24:01,2018-05-14T19:33:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-05-15,85.2,58.2,72.9,84.9,58.2,72.8,57.5,61.8,0,0,0,,0,0,13.9,9.1,193.8,1010.5,83.1,4.4,256.6,22.1,8,,2018-05-15T05:23:09,2018-05-15T19:34:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
